"Address","Name","Is delegator","Avatar","Space","Ens name","Follow Count","Follows Space","Total Votes","Proposal Interaction","Proposal Interaction In Space","Proposal Interaction outside of Space","Total NFT`s","Total Rewards NFT`s","User is delegator"
"0xd972b276c682929e01E0Be95F9328CB56F3a31Fa","","0","","aave.eth","mheeyakk.eth","9","1","127.24019452778","154","86","68","45","2","0"
"0xDcE62b21A8B1A9b39dD3ded27C876d416CC91B3e","","0","","aave.eth","nullstake.eth","18","1","111.72","763","56","707","20","1","0"
"0xFcBB477ec276476B6029Ed0467F28F5ac1712884","","0","","aave.eth","","8","1","111.51697058631","23","8","15","27","0","0"
"0xD6f437d7A5BfFB6D5949a683c4B1c9808F83f4c9","","0","","aave.eth","","0","0","111.25622424703","27","1","26","0","0","0"
"0x616B1bC6875255Bc323830722135Ee3A3dB5c75C","","0","","aave.eth","halfswing.eth","3","1","111.23638153313","46","26","20","17","0","0"
"0x175C2a83c001ab70c4e772591E0a0B26E573e397","","0","","aave.eth","cbagg21.eth","20","1","111.1790875494","255","77","178","50","0","0"
"0x00AD3c523b715cbd6cc1771f1A1743269b220fa4","","0","","aave.eth","0xnard.eth","0","0","110.94851486065","24","3","21","3","0","0"
"0x42953fb16d6d945D896803E235459AE73F758429","","0","","aave.eth","btcto1m.eth","15","1","121.25","243","157","86","50","0","0"
"0x705c7909E5d4B833778cB95FEE849C7DFf1d0681","","0","","aave.eth","fucksendme.eth","20","0","110.86827236263","287","87","200","50","0","0"
"0x2eF2284A784C1fA06f95919Fab978E87Da18BC66","Prometeus","0","","aave.eth","prome.eth","20","1","110.4786737981","86","11","75","50","0","0"
"0xdf7A23B9e0d46E5a96fEAd2b324aa6f85FB7227E","","0","","aave.eth","zhiai.eth","3","0","113.134","528","134","394","28","0","0"
"0x929B9bcAE4055E77858b0f7C8b8547dc576d79EA","","0","","aave.eth","mynamestin.eth","5","1","110.03840499","13","5","8","0","0","0"
"0x19648f2db6aa93c78B2f5D1261C5dd0587E45D5B","","0","","aave.eth","","6","1","109.77874","6","5","1","1","0","0"
"0xe95Ab07A55e8489FE8E81e3281c8b3fD95C7D8AF","","0","","aave.eth","strp.eth","20","0","115.75219368368","377","110","267","50","0","0"
"0xd1ec1be4Ed40de14632a25A087E006A8ddFa53A8","","0","","aave.eth","nerfedwarlock.eth","0","0","109.23039009174","5","3","2","0","0","0"
"0xb5f4af1a4B5021Ae10207E1C2E119ce8249B3007","","0","","aave.eth","","5","1","109.12510617217","7","2","5","40","1","0"
"0x3d830d759cAD45eA153Bd6d2d0151b03ec5DbE69","","0","","aave.eth","","1","1","109.01732260387","6","3","3","0","0","0"
"0xfF353dEE7044344c04d8943d6f0F73a25D7e12f8","","0","","aave.eth","mblockdao.eth","9","1","109","115","57","58","50","0","0"
"0x69809BDC765777410347bfe83111e6c866eDDe35","","0","","aave.eth","","1","1","108.90719","7","7","0","0","0","0"
"0x1D4A8f82e8358f48f07C6F6436fb15947d142601","","0","","aave.eth","djg38.eth","13","1","118.97980563639","256","122","134","44","1","0"
"0x5754a3c8A86be7Ca0c702Ac1E46782ECf52f538D","","0","","aave.eth","","0","0","108.64973691292","1","1","0","0","0","0"
"0x3e9f88bdbd46c06071f2C9F1af893DdB6a63F02f","ujiuji","0","","aave.eth","ujiuji.eth","11","1","108.59397798458","98","63","35","33","1","0"
"0x0cd897a1b202aAd4b8b2a7942DE59B9ea50ECD1E","","0","","aave.eth","161.eth","3","0","111.56397051068","305","111","194","25","0","0"
"0xe849b5Bd1fB9855311540A790374336D09c3F18B","","0","","aave.eth","loveinmeta.eth","13","1","109.99338100018","194","89","105","50","2","0"
"0xd4164Cf28e33497BfF28482aEA3210893be167e5","","0","","aave.eth","0x??‍♂.eth","3","0","111.15","309","114","195","27","0","0"
"0x89D96CcA92B3710e4b70dC9eed1E6d198F218978","","0","","aave.eth","zkeco.eth","14","1","119.09275587545","176","115","61","50","0","0"
"0xE0E216283eef00895b6ABAa73848448596B85724","","0","ipfs://bafkreidjtnx6bkk2b33szlysawlqfb2faz2fdjkfl5672eaxop6m3sxj5u","aave.eth","amankrisz.eth","16","1","118.17","236","117","119","50","0","0"
"0xef89e95c889f349F8Ae3C226D87c94a96F6a9Bfc","","0","","aave.eth","lykoliz.eth","20","0","114.75010048337","168","93","75","8","0","0"
"0xEe4Ea318D8f12a48Ad59932027ee467c70803670","","0","","aave.eth","0x1a85.eth","13","1","110","90","55","35","29","0","0"
"0x225509847509f66c9bd49cdA9714F481a3a6200E","","0","","aave.eth","farga.eth","14","1","107.98921595274","96","11","85","20","0","0"
"0x38048aF4da7d79d2b553836a6d4950d0AC4B60f7","","0","","aave.eth","","6","0","107.96479755995","431","13","418","0","0","0"
"0x71EC5ABFc49075e158b0F85575D400D0f5D7d3BE","","0","","aave.eth","","13","1","107.5473251315","19","2","17","50","0","0"
"0xb8eF534dCC845D795B60c9932C64883E02d48918","","0","","aave.eth","btcbullish.eth","6","1","107.42051850559","53","25","28","36","0","0"
"0x887C3599c4826F7b3cDe82003b894430F27d5b92","","0","","aave.eth","visage.eth","20","0","108.3098469933","263","18","245","10","0","0"
"0xB0eB8B4003fDD74f3c7994fBE5fCE95aD10e3BCC","","0","","aave.eth","hemibal.eth","5","1","107.18340929981","39","10","29","20","0","0"
"0x32ffC2374fA900FDe59D7B7388Bb4a9A9Dbe6123","","0","","aave.eth","sir.villawolf.eth","1","1","106.66001551952","5","4","1","11","0","0"
"0x1028C87Fee6b56e9e0643E5865f82CED6319bd3D","","0","","aave.eth","qqlmx16889.eth","20","0","113.93774832429","313","170","143","50","0","0"
"0x5DB2419091014463FBa8E76727Fb35735a5D42Fc","Luciferboyeth","0","ipfs://bafkreigiilrdikm2aq527rh3riatbgkr3k3cjpj4j6zex7lrbqteq26jeu","aave.eth","arbitrumeth.eth","20","0","107.32568824598","268","106","162","50","0","0"
"0x640505B150CD27108CeA5b60c1C6F178c209199D","","0","","aave.eth","bellnipon.eth","5","1","106.05","177","105","72","50","2","0"
"0x5356df73b293BD9c6e8eFD22C99833391EF8821A","","0","","aave.eth","?‍♂?‍♂?‍♂.eth","0","0","106.01438897928","18","2","16","4","0","0"
"0x3f4946b048C365BD0482cF8F33A88c7A77296bD9","","0","","aave.eth","henryroo.eth","2","1","105.2723","41","7","34","0","0","0"
"0x692d466b1eF9226EDAE7e866Ae9Db167876BBC60","","0","","aave.eth","","0","0","105.19670852928","1","1","0","0","0","0"
"0x30CF8aA72C4e69e35E0e48E785176704D6D70C7D","","0","","aave.eth","","0","0","105.19417091675","34","1","33","5","0","0"
"0x3Da7D21f1A06C7Ce19EE593f76148FAe6e952ca3","","0","","aave.eth","myaleon.eth","2","0","103.93567835204","60","2","58","1","0","0"
"0xC2057991e1255ea1A92E61fa9FD3832E59179274","","0","","aave.eth","","4","1","103.845","141","75","66","49","0","0"
"0xf63B6eED98fE1a62EaA3f695D136509AAA9CA3f7","","0","","aave.eth","techsave.eth","0","0","103.82903358023","28","28","0","8","1","0"
"0x839332936949Ba0404BDE14829d4f5f6a781E15D","","0","","aave.eth","sevenphone.eth","13","1","104.575","176","89","87","22","0","0"
"0x7Eaf99f8F0385DEe2280CF10509280487f973555","","0","","aave.eth","","6","1","108.33415845909","243","124","119","0","0","0"
"0xe88857D67CF8E0031cA1674fFE17f72578e566eE","","0","","aave.eth","tuxpseudo.eth","5","0","102.71377535564","15","1","14","13","0","0"
"0x9c30fD4F7212f8032D1Bf9d02aE0956109FB9EC0","","0","","aave.eth","heroswap.eth","3","0","104.325","303","107","196","27","0","0"
"0x2249974d3F501F731ba8b2aB64800c8AF80f3489","","0","","aave.eth","mymfwall.eth","4","1","101.4796","133","100","33","16","0","0"
"0xebFe65b40A155350FD5F1Af092b7B00Ffc6ECBCD","","0","","aave.eth","dethnis.eth","20","1","101.32316799352","19","6","13","50","2","0"
"0x996290C17C874d989D6E3DB7dC0b2ef0A9FB876D","","0","","aave.eth","","20","0","101.2966303644","109","5","104","1","0","0"
"0xf7463e7335033586683Ac1f3DF3080a0B38BaBe9","","0","","aave.eth","","1","0","100.97686635608","26","1","25","43","1","0"
"0x764014a86fEf4e76f35dd2f7FABDEe94Ea05B0A1","","0","","aave.eth","bajiz.eth","4","1","107.07644643241","125","105","20","0","0","0"
"0xCD9d6Fdd63148B6868817BbCF41E39829C2B6C24","","0","","aave.eth","","1","1","100.83634997575","2","2","0","0","0","0"
"0x9eBAFf2192d2746FeC76561bdF72fd249d7a73ab","","0","","aave.eth","","0","0","100.68815960589","31","1","30","0","0","0"
"0x4677C06757a2059c7b750fd5b59c2E65Bf1851B3","","0","","aave.eth","","0","0","100.37987251308","67","2","65","3","0","0"
"0x5a91b98A73d72A1FAE9f1f962dca77326013b155","","0","","aave.eth","x6bmw.eth","6","0","100.3719790584","100","10","90","17","0","0"
"0xD0d07DB6E3EE18701Af4aB86FCB14944f9A9360d","","0","","aave.eth","","3","1","100.23666461","3","1","2","0","0","0"
"0xcd66a0Ae53cC1F58B2E709E5DeF44d06a19C71Ce","","0","","aave.eth","overmind.eth","20","0","102.29025295235","165","51","114","30","0","0"
"0xF8aaE8D5dd1d7697a4eC6F561737e68a2ab8539e","","0","","aave.eth","","0","0","100","1","1","0","0","0","0"
"0xd6e7460A473Ace3e6b65E8E924A3f121f4253777","","0","","aave.eth","ifelse.eth","19","1","101.12892","162","85","77","50","0","0"
"0x81016B5FA82B628E7653E63F43882009F90DC2B6","","0","","aave.eth","","2","1","99.933758292531","19","4","15","0","0","0"
"0x26F80AC017e8d1EB77A8B312aD9531AC481e9b81","","0","","aave.eth","uuuu.eth","1","0","99.748571724395","22","7","15","4","0","0"
"0x682940f2d510bfc265f27EB6f8a36Fe399A470c9","","0","","aave.eth","zeroexlight.eth","0","0","99.639411092911","2","1","1","0","0","0"
"0xF392Ab15e0180572d44bfC179435dB707ac9EB5c","","0","","aave.eth","yuzhu.eth","6","1","102.612","41","34","7","22","0","0"
"0xf1135C96b9A4E39ceEd315B45dEC59929557bDB9","","0","","aave.eth","xjjd888.eth","6","1","99.465968573159","46","29","17","0","0","0"
"0x1b35fcb58F5E1e2a42fF8E66ddf5646966aBf08C","","0","","aave.eth","","20","1","105.77683360745","456","100","356","50","0","0"
"0x17610BC0056Dd1374340AEbDCAAC4F9755c5f408","","0","","aave.eth","","0","0","98.514438544028","22","3","19","2","0","0"
"0xa32dAC87F4A2A8923C4597dD00EE642e5cCC7F1E","","0","","aave.eth","","3","1","98.3717924","10","8","2","1","1","0"
"0x32707A8329C1DA69a7AF1cC1824Ab90662c877fA","","0","","aave.eth","odovich.eth","20","0","98.278461962374","233","96","137","50","0","0"
"0xa7c397EEF066252E9E42E214F78b3d1430cCcCE9","","0","","aave.eth","","20","0","98.053074296022","142","101","41","50","0","0"
"0x0d9D0ff2DbFe1e9a38C595b2a0b846f8594A9ff1","","0","","aave.eth","aptid.eth","13","1","107.3981424058","183","116","67","50","0","0"
"0xa9a3187D4EC0883aa4d44462b8B030dAb7BD861A","","0","","aave.eth","djuza.eth","17","1","97.711065318031","64","28","36","33","2","0"
"0x0c4Ab4bdb6dcE11E314519F2cE0Ff24B59a4E3F4","","0","","aave.eth","dumbelbee.eth","6","1","101.168","85","34","51","26","0","0"
"0x88e137bd3C1d8E94162B48034b221335f7aCe9ff","","0","","aave.eth","カラカラ.カラカラ.eth","17","1","102.29350058884","242","107","135","50","0","0"
"0x2db6F5e838eD2BaD993E9FF2D3d7A5c1Cc35704C","","0","","aave.eth","","0","0","97.143566663536","38","3","35","50","1","0"
"0xE14a558A6cc8C12f32563492473aeC729790B48D","","0","","aave.eth","","7","1","97.005129421698","2","2","0","0","0","0"
"0x6Cf7E573e6bFc8140B4202f3972D7f3D51c9638b","","0","","aave.eth","bitcoinutopia.eth","20","0","108","407","108","299","50","0","0"
"0xa52dbd0315A9DFC75686Ef1d8e164984e1e8D6FB","","0","","aave.eth","space-elevator.eth","8","0","96.890554062824","46","6","40","50","0","0"
"0xC34aE1A39662415a4720d4A3e7C2Be0E202568C2","","0","","aave.eth","pivko.eth","20","1","98.814581233264","259","51","208","50","0","0"
"0x6447ce2117529A1FBc32AA06335b27CF3Ad14823","","0","","aave.eth","banktinkoff.eth","5","1","103.014","119","97","22","0","0","0"
"0x7EFf3da556834fD1b3413a6B8c8B76B56965F279","Tarason","0","","aave.eth","patraman.eth","20","1","101.506554","300","174","126","50","0","0"
"0x24Df74B10970c48fbCba5cf35cc309a642dBcE0f","","0","","aave.eth","","4","1","99","39","33","6","23","0","0"
"0xd7518d58aa2A0C05EE28E4589E9Ba58165DE2dF5","","0","","aave.eth","","20","0","95.82","35","10","25","25","0","0"
"0x69e1aDC45C3EAa7d9920dcFd0a87D01B8bFBFFc4","","0","","aave.eth","pskalra.eth","12","1","95.74032","122","77","45","13","0","0"
"0xA10140C60dB1ed67a5d70252B6b9B4C9904458B8","","0","","aave.eth","","14","1","95.48083512424","23","7","16","11","0","0"
"0x792A72656b3D6967c9AcB40831b788A83E74F9a7","","0","","aave.eth","firstz.eth","12","1","96.565","170","89","81","41","0","0"
"0x080a75c96bF646Cd9f78aaF8C9869a510E9c68bb","","0","","aave.eth","shenyez.eth","20","0","95.439961956562","560","189","371","50","1","0"
"0xE2C2bbAc29a8991C21D50cFB76d56Ef455D85157","takanenohirose","0","","aave.eth","takanenohirose.eth","15","1","94.799175347005","196","90","106","50","0","0"
"0x349E7c22cd2A12d42073443c633d2478A419b578","0xVasu","0","","aave.eth","778806.eth","19","1","94.7526","144","79","65","50","0","0"
"0x1fafb618033Fb07d3a99704a47451971976CB586","","0","","aave.eth","","2","0","94.413477780042","30","3","27","0","0","0"
"0x790eaC4E0cF236c43a9691e7127629E9535039Af","zarf.eth","0","ipfs://bafkreib6mf67w7dcwktvhjwnp2hjzzfj6ei7vvdhyo7umsb7vys2llegnu","aave.eth","zarf.eth","2","1","94.328","2","1","1","0","0","0"
"0x8899d0deDBb6ddd065E0Fc1e7b3aaed9bC5D0EbD","","0","","aave.eth","frachter.eth","1","0","94.213830222791","20","1","19","1","0","0"
"0x71535AAe1B6C0c51Db317B54d5eEe72d1ab843c1","","0","","aave.eth","jlappi.eth","13","0","94.213035860382","277","1","276","9","0","0"
"0x9769d2B42638FAD9Bcd7E634E2b3af0395f923ae","","0","","aave.eth","","8","1","96.213503496134","57","47","10","0","0","0"
"0x91F7C7dC5a44276482c102178fe1d620B397c276","","0","","aave.eth","feivv.eth","20","0","94.164058098461","625","190","435","50","1","0"
"0x9e1C950E743ec4f6AfeC299dcDff1bbC21bb2b3B","","0","","aave.eth","genesith.eth","20","1","93.99165044415","257","120","137","50","0","0"
"0x0678e836C26AbcFcd2b7e49559aA1a8B0f3ad36A","","0","","aave.eth","tomorrowwendy.eth","20","1","93.633640200077","537","129","408","50","1","0"
"0x354Af718783c01a2592B1D479575A8fa14521cD9","","0","","aave.eth","hitmonchan.eth","20","1","93.374381371369","6","1","5","28","0","0"
"0x73fAef8ebfC60499f990C4489D1E8e84dd4D212F","","0","","aave.eth","","3","1","96.256","38","32","6","22","0","0"
"0xDAa7125E33b62A0d6888d99F0F53d1e781C03d9d","","0","","aave.eth","","7","1","92.769425","49","35","14","32","0","0"
"0xF7b8de5F139F24f4760460475EcB61e0e1319cAf","","0","","aave.eth","","20","1","95.616561636367","215","95","120","50","0","0"
"0x9F6C47623d23FC9dBCa3eD670a43792DB3aacaeE","","0","","aave.eth","","11","1","95.140185521745","161","39","122","20","1","0"
"0x2D52F7BaE61912f7217351443eA8a226996a3Def","","0","","aave.eth","s.sismo.eth","14","1","91.945860990117","55","2","53","6","0","0"
"0xfc694B1E0A40CE491A63546D3675324a32151AC2","","0","","aave.eth","mykung.eth","12","1","91.354536","40","3","37","27","3","0"
"0xE0AC738499b22755c01AD35941b3fCC8e5aA100e","","0","","aave.eth","","0","0","91.078650585298","3","1","2","0","0","0"
"0x3625EFf632EaB044489a46014dd168cCb5112240","","0","","aave.eth","he3am.eth","20","0","101.387777492","139","50","89","50","0","0"
"0x26273e65aab399b7a2F5Bd081F4569515EfFd050","","0","","aave.eth","","18","1","90.951789453069","49","7","42","1","0","0"
"0x3F01940c87f09a351d422022d61bCA0B682755c8","","0","","aave.eth","","14","1","90.851844977974","3","1","2","0","0","0"
"0x92ff9E4b6BAFa6B7A5607F1B5ab1795cB15360b1","","0","","aave.eth","zlx21.eth","19","1","90.561058918092","237","86","151","50","0","0"
"0xa2e2405ffAB7a30B7B0BaBAbBA3F5fab35CE41f9","","0","","aave.eth","zacharias.eth","2","1","90.543392010722","11","7","4","0","0","0"
"0x7E52082fd8ca9025E7E2C4Da3fc7C4FeF9Fd9706","Celestial","0","","aave.eth","1-0-0-8.eth","20","0","95.743610738145","276","96","180","50","0","0"
"0xE805B7459Fe13F42E91E9282B8b4af010C9391C5","","0","","aave.eth","","10","1","90.040821608753","79","3","76","2","0","0"
"0xFA840B8Fe24c13eeD43D029610c28f3773abEE6f","","0","","aave.eth","vivii.eth","6","1","90.000550534201","49","45","4","4","0","0"
"0x08a2B0298ccba79A31F13E09EeB889321b4BF217","","0","","aave.eth","longuni.eth","4","1","90","67","18","49","35","3","0"
"0xDE88d146F61463D582262a1Dcdf6eA1323AbA34a","","0","","aave.eth","suixin77.eth","20","0","90.5","491","181","310","50","1","0"
"0x12Cd3DCa194161fE3535755075499f115982eE63","","0","","aave.eth","fengfei.eth","20","0","90.5","446","181","265","50","1","0"
"0xdc808644dC935dda815742a5ADfAE3860617261f","","0","","aave.eth","","1","1","89.978735600082","11","3","8","0","0","0"
"0x432D181B4D4D387a1591c1E9124366aD0e7EC818","","0","","aave.eth","","0","0","89.882492795026","1","1","0","0","0","0"
"0xEcd934E335B71a6bB41cc43bc1C3A21AcA4b22Dc","","0","","aave.eth","","9","1","88.975480378753","14","3","11","1","0","0"
"0x5bFa7A7951B182Ed83Ee819A8ab4dA546ed4A493","","0","","aave.eth","","2","1","88.705813818875","16","14","2","0","0","0"
"0x55EF83FcbB88b4d1F70dF73D316b77DD975a0576","","0","","aave.eth","","13","1","88.396829171248","31","4","27","0","0","0"
"0x377bd40c7BfEF4627Ca6fD0Dc06eceAa667a28da","","0","","aave.eth","konjac.eth","20","1","94.713671638568","257","142","115","50","0","0"
"0xf2DC787F600e1180bea8319A9CDb579F4a7D084e","","0","","aave.eth","streeda.eth","17","1","95.734756969262","190","107","83","50","1","0"
"0x0056D1fd2ca3c0F3A7B6ed6CDd1F1F104B4BF9A9","","0","","aave.eth","","12","1","88.142102877488","31","1","30","1","0","0"
"0x06EAFE8429AfC935D012B1857904889d2A564079","","0","","aave.eth","00387.eth","7","1","88.062","56","39","17","30","0","0"
"0x596B74e6111b493167dfb0f570A3c07caAD78E57","","0","","aave.eth","","0","0","87.985521299262","4","2","2","0","0","0"
"0x5141a72130Dddf729a5C9E86b780A3c03Fa8F549","","0","","aave.eth","triku.eth","20","1","87.444956453922","474","104","370","3","0","0"
"0x2FE112E725208dA0AAF8F86157b3576a7e85975E","","0","","aave.eth","","2","1","87.131","23","22","1","0","0","0"
"0x80a206C0fD7C0eA1BfCC5301afBabcE01738E8e9","","0","","aave.eth","","4","1","86.75332228375","10","1","9","0","0","0"
"0xA9C6385C211e52d83F6c6C3B5c5D75a5be81AbE8","","0","","aave.eth","","0","0","86.24904062","1","1","0","0","0","0"
"0xF6F930d80B55814701F2DC7aF247D01B70D82fe0","","0","","aave.eth","","0","0","86.212058492625","1","1","0","0","0","0"
"0x8252C3Ad7008464A618B6b28690DFB30D17A4910","","0","","aave.eth","","0","0","85.9095","41","3","38","23","0","0"
"0x81B55FBe66C5FFbb8468328E924AF96a84438F14","","0","","aave.eth","a7111a.eth","20","0","85.717366238202","295","3","292","6","0","0"
"0xe913a5FE3FAA5F0fa0D420C87337c7CB99A0C6e5","","0","","aave.eth","","0","0","85.664894810983","44","1","43","21","1","0"
"0xB4AE18A0EEBa9448e5257a82c4347cBd655e84b2","","0","","aave.eth","","12","1","90.494277444161","37","18","19","20","1","0"
"0x99BDce51a4CCffc80d2e7082fbdDC18Ede6a7d75","","0","","aave.eth","linyixun.eth","11","1","85.401284129811","226","85","141","50","0","0"
"0x686129b664A59b35ed1F070257f9EA8894196b69","","0","","aave.eth","mariniere.eth","8","1","85.156038174732","4","4","0","27","0","0"
"0xD834eC8697f4Ab0EBd626C0DB8e2f7414e1F082d","","0","","aave.eth","ashioto.eth","19","1","85.00585929","186","81","105","50","1","0"
"0x6FcF7bcd09F92d3cbEea6afcA5e016A6798C7766","kinomama","0","","aave.eth","kinomama.eth","20","1","85","132","85","47","50","0","0"
"0xF848cC9418CC06110505f781eE5355A2b11F0209","","0","","aave.eth","","0","0","84.994378002476","1","1","0","1","0","0"
"0x3bd5e344Ac629C9f232F921bAfDeEEc312deAC9b","","0","","aave.eth","leopando.eth","10","1","84.90775478687","130","7","123","50","0","0"
"0x379850e73fFfdc873bA6bE8597f87F082Ae8b8a6","","0","","aave.eth","mcworry.eth","2","0","84.766539264682","34","23","11","3","1","0"
"0x586634c272DFA3894Ee9B99836541DeE35660F34","","0","","aave.eth","frogster.eth","17","1","84.619894974711","201","84","117","35","1","0"
"0x8F2A0c6BDd5c1f61552558D2C0D2Afe6d3dC5272","","0","","aave.eth","onesol.eth","20","1","85.183243739313","866","166","700","41","2","0"
"0x042a135bd342910ad7F67bBda74e3fd4125D1272","","0","","aave.eth","","1","0","84.406457304485","95","1","94","9","0","0"
"0xc229d7D3dD662A1b107E29AA84bb0C8Ff609CF3A","","0","","aave.eth","whom.eth","0","0","84.087733632274","35","1","34","0","0","0"
"0x19d560b28761F1391645De72ebdb56984346E660","","0","","aave.eth","","7","1","83.827456285632","103","82","21","6","0","0"
"0xc6571c2FB66825F13b7751b1c334810D397618Eb","","0","","aave.eth","pancopa.eth","20","1","90.506922995544","275","69","206","50","0","0"
"0xd59515Ed5d580246e82e90eD2673d78039eF8fC6","","0","","aave.eth","yjh999.eth","18","1","84.790132909022","323","82","241","30","0","0"
"0xbAbb82F36F897BA553483Fcd08dF850950b911E8","","0","","aave.eth","22168.eth","7","1","83.12","59","40","19","30","0","0"
"0x08baFb4400A102Dddc5e5d584abf0aA38E174c57","","0","","aave.eth","52052.eth","20","1","85.086","222","86","136","50","0","0"
"0xe7c0dE8937CA02F262C9357Dd7CE079C64045Bf7","","0","","aave.eth","warun26.eth","14","1","83.061988999586","142","75","67","50","0","0"
"0xd0c2612EaAFd2C6bDEF5579120D25678a14cc835","","0","","aave.eth","","12","1","83.026206465325","52","6","46","3","0","0"
"0xBE3ACA724008f2CD6d2f203e86450c10b55562CA","","0","","aave.eth","danwen.eth","20","1","82.875","179","85","94","31","1","0"
"0x2f8DC580436A317D35221F4fd1357316796526eB","","0","","aave.eth","lunata.eth","18","1","83.85","190","86","104","18","0","0"
"0xD628c79A538452949D0eb0e6dfF6834b91055b4b","","0","","aave.eth","neverless.eth","0","0","82.854741374842","6","1","5","2","0","0"
"0x2184F80e9dfdd832f7Cfaf3Cb01817A8BF6d8056","","0","","aave.eth","bensergao.eth","20","0","82.574","150","82","68","50","0","0"
"0x8e88915ffd70B3aBe979281274049599f62A73C8","","0","","aave.eth","","2","1","82.5032744","1","1","0","0","0","0"
"0x52432473144056FE91Aeae9240aD21e6B8213440","Perrin","0","","aave.eth","peps.eth","20","0","96.6075","174","75","99","40","0","0"
"0x313d3d834E147A49A4cbA528Ff5CAB327757469C","","0","","aave.eth","flash7a.eth","12","1","82.424874592106","73","13","60","50","0","0"
"0x746164eEF43f58F11f6e86f6E4B08F3D3d4d2721","","0","","aave.eth","","0","0","82.410408945239","6","1","5","2","0","0"
"0x13DF035952316F5Fb663c262064eE39E44aa6b43","","0","","aave.eth","piratesroad.eth","2","1","82.131250446767","15","2","13","0","0","0"
"0x7aa7a54D58C8b2F2a8559301C880d3cEd10B7e55","","0","","aave.eth","gthewhite.eth","8","1","81.90090332995","29","8","21","1","0","0"
"0x9224C840167C96b8417562998bcF08fCbA9D233A","","0","","aave.eth","","2","1","81.827055545526","7","6","1","1","0","0"
"0xeB22bc06d233B9422441586ECC050d4766Ace552","","0","","aave.eth","","0","0","91.91","114","91","23","1","0","0"
"0x902651B5f65f1017BA167B4883904107Be076162","","0","","aave.eth","niaoshenming.eth","20","0","81.600893408028","223","78","145","13","1","0"
"0xE4cCa3F15F3EbA6013B32AdD5bC5B15483D6F881","","0","","aave.eth","tonjrt.eth","6","1","81.30914","117","46","71","4","0","0"
"0x98DeE2F43682a89f1C8405ADEaadd47Ba2DE20cF","","0","","aave.eth","kaizen555.eth","20","1","81.196202492966","229","149","80","50","1","0"
"0x4A0697a48a4E2c7B9e2145c208e9B3564A716123","","0","","aave.eth","yeaman.eth","0","0","81.178793419333","128","83","45","40","1","0"
"0xAd3dA824fC5cA55e00F1A63d9394Bb56cAB1CD4D","","0","","aave.eth","","1","0","81.027866","4","1","3","0","0","0"
"0x65e696c83998d4Cd875E3CFb73da96AFC9b860f5","","0","","aave.eth","","0","0","80.956923496718","2","2","0","34","0","0"
"0x83C9440dc34DA00c47A0d4dC2b598d7BDB1b53F7","","0","","aave.eth","denet.eth","20","0","80.914159872125","1000","88","912","50","2","0"
"0xf6539aEC048aDb0C4bdd922E07Bb235113c77B19","","0","","aave.eth","paloo.eth","20","0","93.630749","181","73","108","50","0","0"
"0x26463F18FA1f6d850542b13376edc152cA8e970d","","0","","aave.eth","dongfanghong.eth","20","0","81.744886320454","365","67","298","24","1","0"
"0xF64a494f214f67262C7ef51b066B01413fc20f66","","0","","aave.eth","evafoxlin.eth","14","1","80.176332978165","79","72","7","24","1","0"
"0x432DcBdA06e8B296CA29705572D7cb6315Ed8Bed","0xNigiri","0","ipfs://bafkreid7zvwrod7ga6ryow2jgxsr4jlkedbsfurylqogurboap4f4mco5y","aave.eth","0xnigiri.eth","13","1","80.000855995235","133","1","132","12","0","0"
"0x22E4dAb44374C25B2f954b4a6D50a0735df28390","Web3 Chief","0","ipfs://bafkreid3x2cgxd4lod7ekko6cccnjng3ypki6462jj4jg6rtxlmbwypyxi","aave.eth","web3ch1ef.eth","16","1","80","52","20","32","0","0","0"
"0x184cC5908E1a3D29B4D31df67d99622C4Baa7b71","","0","","aave.eth","","1","1","80","4","2","2","0","0","0"
"0x41be4267811362Ef24c5B24E3E005741FBCccF58","","0","","aave.eth","freewww.eth","13","1","79.8","76","38","38","50","0","0"
"0x39E9ca03a42Bc774009d47D91805d33D1585CD36","","0","","aave.eth","426974636f696e.eth","0","0","78.919208","1","1","0","0","0","0"
"0x277D46fcBE71144c6489d182A8aa00DA61B57B07","","0","","aave.eth","themoksh.eth","4","1","78.7040961","59","41","18","23","0","0"
"0x102fC7B5d6CcB93cBA4e5E14Aa5E905D571224e0","","0","","aave.eth","","8","1","78.268","81","68","13","11","1","0"
"0x36cb95D6017F65a5ebb859bF09Bf87C73CAD4F90","","0","ipfs://bafkreig27uycmi2g3urrk7w22fiaanf2k5t2bhxvprvnyxcf3e3thoneza","aave.eth","shadowsocksr.eth","17","1","78.756496806833","240","149","91","50","5","0"
"0x0D3B8744600dA2e200d2a46f676fd5a29B7BD1BC","","0","","aave.eth","ens86.eth","20","0","79.645943201429","245","60","185","50","1","0"
"0x01b86AEEbCD1Ff94aC1195cFc8FD9e39dB24db45","","0","","aave.eth","0xneaf.eth","20","1","84.170540637399","334","74","260","50","0","0"
"0xE551388B683BB1E34e27E5a7b00eaBE79b080Bf7","","0","","aave.eth","0xe551.eth","0","0","78.118347466358","26","1","25","35","0","0"
"0xBAD1aec66C8a438E2b1B9Ec9388DeC3355Ba3485","","0","","aave.eth","","1","1","77.70141","1","1","0","0","0","0"
