"Address","Name","Is delegator","Avatar","Space","Ens name","Follow Count","Follows Space","Total Votes","Proposal Interaction","Proposal Interaction In Space","Proposal Interaction outside of Space","Total NFT`s","Total Rewards NFT`s","User is delegator"
"0x396F808476D1C956E074C931feeEb0e794985522","","0","","aave.eth","","1","0","4.95","7","5","2","8","1","0"
"0x82f05C30340bBA6aD23E87b1cd811e52114593c1","","0","","aave.eth","","4","1","4.95","16","9","7","5","0","0"
"0xBF0d3099C530848638b97275a065B9088843E0E0","","0","","aave.eth","c1949.eth","13","1","4.95","161","55","106","50","0","0"
"0xC23bb7969e59998046F9b0600b0A03809aD6465b","","0","","aave.eth","","0","0","4.949","124","101","23","17","0","0"
"0x7dED6e205D546248A625855eE18664Ec6020b9BD","","0","","aave.eth","","0","0","4.949","125","101","24","17","0","0"
"0x36e0A073539e83f65b9Cf528Fb32C341786B5Aa3","","0","","aave.eth","","0","0","4.949","125","101","24","17","0","0"
"0x882cfc3b7F4Bc32ABA010E7bf65b32b8eE16BaDd","","0","","aave.eth","","0","0","4.949","128","101","27","17","0","0"
"0x413C4c736D0bcb20A6c3C8b6eB0e982657578fCF","","0","","aave.eth","","0","0","4.949","129","101","28","17","0","0"
"0xD19CE1AD0B24a13bc2fc8d4Be98d33DB2b2220E2","","0","","aave.eth","","0","0","4.949","129","101","28","17","0","0"
"0x4458A0f1400f6BCC70DCff4DeeBE248CAfEFf7b4","","0","","aave.eth","","0","0","4.949","127","101","26","17","0","0"
"0x2C677A72c1D181Fd7a47414168A14aaDEd1223Db","","0","","aave.eth","","0","0","4.949","136","101","35","17","0","0"
"0x324b91Dd6aAABeB3e4771d7c057b2FbC0dD673cD","","0","","aave.eth","","0","0","4.949","128","101","27","17","0","0"
"0xEF8B67285d8e2F11EeFdb6873EDdF2E0F61D6A12","","0","","aave.eth","","0","0","4.949","125","101","24","17","0","0"
"0xA831a619ee528B6cA8eD0e9dAd2384adE76e00FC","","0","","aave.eth","","6","1","4.948503","119","61","58","6","0","0"
"0x511AADd1C963d316151f2913AAc1FAC70993302D","","0","","aave.eth","loveu999.eth","9","1","5.4418837","68","22","46","21","0","0"
"0x9D55E3bABEeBF4e24EB857082586aC7d21DA0E4A","","0","","aave.eth","anhotep.eth","20","0","5.2314131446759","257","91","166","50","0","0"
"0x5E809FF61BfAb23F8B8Ac84740751A8b8Cf6d0f2","","0","","aave.eth","","8","1","4.9410195651483","67","40","27","27","0","0"
"0x52b12817Cab124a515c7C714A7df44aA2e0BC799","","0","","aave.eth","","7","1","4.935047","164","47","117","20","1","0"
"0x03A1Bd9951d51e7d6D9EC79F931F204e11c58492","","0","","aave.eth","","6","1","4.935","146","47","99","19","0","0"
"0x37717bb7a899819c75eB4d309582011B30D39A9e","","0","","aave.eth","","0","0","4.9314388835115","3","2","1","0","0","0"
"0x747811193CD339582929344c74E315339Db57446","","0","","aave.eth","cryptoflx.eth","20","0","4.9310585947948","159","22","137","50","0","0"
"0x7b963e5d4e9D7899F049ABf05BD46648A5b51Bcd","","0","","aave.eth","6000w.eth","6","1","4.9307425107471","60","21","39","19","0","0"
"0xD3BC75FCdECaa1A0Ac8124fBc8E0Ebc4C9e0E617","","0","","aave.eth","","3","1","4.93","33","29","4","11","0","0"
"0x61a592E8F5495331a678D8A7D1Ebc674360ed0fB","","0","","aave.eth","","6","1","5.04","137","45","92","45","1","0"
"0xE352B26D34E303e3fAFe8BbF19746a618dB91a4C","","0","","aave.eth","thlaorans.eth","14","1","4.924702947394","4","1","3","1","0","0"
"0xe37E87E3c7b4d8D1eC351bA1D623c3fd916B9fe5","","0","","aave.eth","","9","1","5.1149392717695","249","134","115","20","0","0"
"0xe927FfB61EFB366AdCAf074Ff4f66514240f4730","","0","","aave.eth","ilovemyfamily.eth","20","0","4.9206462714333","97","47","50","31","0","0"
"0x737849D8466ad874a4B01326Ae6a37D3bF105538","Anand Pandey","0","ipfs://bafkreigaiuapn42jr4eun7x556kmbth5w42ipxadrybagke3kpsguj7xee","aave.eth","pandeyanand03.eth","20","1","5.074248","238","96","142","20","0","0"
"0x3b0B53b697c023AcB7C32BC3fAb250C62D4f877c","","0","","aave.eth","neardex.eth","1","1","5.9178334","42","41","1","42","0","0"
"0x7f2f469B3E7e23a5f8CCa11CC2b3EEb8B823c3e0","","0","","aave.eth","","1","0","4.90700035","5","5","0","0","0","0"
"0x35f507C4D462925fE01Fd80920d7EBe118A5DB59","","0","","aave.eth","kardebko.eth","20","0","4.9011372505395","319","141","178","50","0","0"
"0x4dff479e1DB2c06bEEc3a98b1927444552C39CA5","","0","","aave.eth","vitcswap.eth","1","1","4.8936846816252","12","10","2","6","0","0"
"0x29C4883E4A7c0b55cc3dA874A409DAa2d0faa65b","","0","","aave.eth","","20","1","4.9431099797767","213","98","115","9","0","0"
"0xa44423295590a9d9F95AB0B1C3e9ff2Fd1FFc909","HH","0","","aave.eth","hehe555.eth","20","1","4.884175435656","443","97","346","37","2","0"
"0x5Ba0B31Cc13Bd675F1Af9b5a7Aa8cf578D7Bf3C1","","0","","aave.eth","950117.eth","12","1","4.88","14","14","0","19","0","0"
"0x2B59FD03d176aFC335Fa6D4FBCDf5cF48a6844FB","","0","","aave.eth","kipit.eth","3","1","4.879519133322","23","1","22","3","0","0"
"0xA2052c7253549f302b018Ac2f35773fdB4e8dA03","","0","","aave.eth","","1","0","4.8791840010738","101","34","67","50","0","0"
"0x6dED274b6DE680BF0Dc9352d84c26dF0A58dBD1b","SATYAJITKUMAR","0","","aave.eth","","20","0","4.877367","71","33","38","0","0","0"
"0x7c9FFd960309DF4c0a14e88D97f28Ba8530C8473","","0","","aave.eth","","5","1","4.982","69","47","22","4","0","0"
"0x22b5a10A30C94e6F37839AAaCf30452358Fbc48D","","0","","aave.eth","","9","0","5.512","127","52","75","26","0","0"
"0xad39AEb41BeceB2E1c86E071bb2E4ffC2F51ca74","","0","","aave.eth","881889.eth","16","1","5.6018086588781","185","93","92","44","0","0"
"0xD3DE6D39B49110C9d5042410B072048Ff2C170ED","zzzero.eth","0","","aave.eth","zzzero.eth","20","0","4.8741000017577","90","21","69","50","0","0"
"0x1BA1fF69F03d38Af7ef40E3afDc53ad073eb4642","","0","","aave.eth","yefeng.eth","2","0","4.8732498197969","87","18","69","50","0","0"
"0x573eD9cC066f3CB9ABF16073d9fC4A1Efb4f3561","","0","","aave.eth","fueki.eth","18","1","4.868","283","112","171","23","1","0"
"0x7a10d0f86c61F144e5B0A70a27068e49735Ba217","","0","","aave.eth","votely.eth","1","0","4.8675","11","11","0","2","0","0"
"0x19668553D1f43aCC59976407bccd85b6Cb1453b0","","0","","aave.eth","ryazanov847.eth","15","1","4.8647834193556","75","28","47","20","0","0"
"0x8c3D94E9c0206B56F035D47407273428d7dE53A3","","0","","aave.eth","","2","1","4.9287","157","147","10","0","0","0"
"0x484AdfdA2B22B76109087bFfFcB1D120F8e045A9","","0","","aave.eth","yaphets.eth","18","1","5.01364941","146","33","113","24","0","0"
"0x1bD43d4CaB82C7f1eD5e488DAe87C45F5685a60F","howilly2000","0","ipfs://bafybeifaw3vkodth6r5ouka3sefk2dhkp42iq6pfrsbtkbeyfk5wrlha6a","aave.eth","","16","1","4.8596856732","6","2","4","26","0","0"
"0x4855EA3738b30192e86D52cA9a3Ce4030C3DE794","","0","","aave.eth","","0","0","4.852420868493","36","4","32","9","1","0"
"0x471b5EDb1AA2Fa29B4E5ceE36aFcB634161adB65","","0","","aave.eth","","20","0","5.096","259","104","155","23","0","0"
"0xe234d12cf319d0a459cF1016d2Ab825BFE4FBFcc","","0","","aave.eth","","20","1","5.3","201","106","95","50","0","0"
"0xD4145aEA34265a896fa433146Fe1745129fb5C4C","","0","","aave.eth","","16","1","5.3111834807376","282","149","133","50","0","0"
"0x8B7A3c57eb9C6Bc5a2144E4244396b4917A19720","","0","","aave.eth","62260.eth","8","1","4.8410451694359","67","19","48","14","0","0"
"0x3e57c429Bcdf4ED02a224FB7f3D991B256BAdc6C","Muhammad Kashif Ali","0","","aave.eth","mkashifali.eth","20","1","4.84","163","88","75","35","0","0"
"0xC309e2fbdcf9dEd01452442307074eE2CA93d446","","0","","aave.eth","phonemeta.eth","20","0","4.836","540","78","462","50","0","0"
"0x4c70a5dC90093ce76f943B0D037E0652Fc2c186d","","0","","aave.eth","chiachia.eth","12","1","4.8273884235606","129","71","58","50","0","0"
"0x3118E1B5fBB4E726F9beC77730fD7841a646A075","","0","","aave.eth","bullish2024.eth","7","1","5.66570383","105","47","58","43","1","0"
"0xc69E49f64Bab2b1D2E7fe43E2511729FC9b8dbb3","","0","","aave.eth","","0","0","4.8197204221462","12","1","11","0","0","0"
"0xD4756DAb5d368c23A41F96d9c28Cd6746b7f88c1","","0","","aave.eth","","15","1","4.8162469076599","79","55","24","50","0","0"
"0xD353Bbf69d0dFb2Cd6798dFfF40bb31AE565Ccc2","","0","","aave.eth","","0","0","4.81470006","19","1","18","0","0","0"
"0x78e7a2F8e1a141935e94f524C015061C7Ad5a1bf","","0","","aave.eth","","3","1","4.8726","158","147","11","0","0","0"
"0xEcB7b185317502124A654f3aDb3036dFfe2c4F7F","","0","","aave.eth","satosch.eth","19","1","4.8056264247145","155","64","91","13","0","0"
"0xb7b1Cc940Cc88640089028d4910De22E39e6D117","","0","","aave.eth","xcass.eth","7","1","4.80271","23","2","21","11","1","0"
"0x8707323AcaBab120203D123349d545876e112A60","","0","","aave.eth","yoogeunpesek.eth","14","1","6.0066415335646","91","64","27","32","0","0"
"0xAFcCB18a0EbDE2c8Bb3433a290f7AeBb78de8389","","0","","aave.eth","sunday888.eth","14","1","6.283481028648","85","59","26","35","0","0"
"0xc247313427592ADEf638870c06eF12E38e8880AC","","0","","aave.eth","","13","1","4.8007687105153","108","58","50","16","0","0"
"0xD21a476c8090C7d6B3CBdE53DaDeFD26b55E3939","","0","","aave.eth","","7","0","4.800008","44","8","36","19","0","0"
"0x5dCa7bad26550B04A2D6911BA64Bb7E7bDd67787","","0","","aave.eth","flugegeheimen.eth","2","0","4.8000046809126","33","6","27","50","0","0"
"0x4396179567EcEbc591b67Ca4Edd77d1579002afA","","0","","aave.eth","sanzuki.eth","17","1","4.8","240","40","200","10","0","0"
"0xe662E753CAFc8961d2F2212A7fC1C398C57a240E","","0","","aave.eth","greatuncle.eth","6","1","4.8","65","32","33","50","1","0"
"0x306d9710926e23F2AC7ab58F051E711137fDe2f2","","0","","aave.eth","","5","0","4.8","32","8","24","21","0","0"
"0xCEe0EBe316ECBB0FA0209086DcA9D58F98B07B12","","0","","aave.eth","","5","0","4.8","34","8","26","14","0","0"
"0xbDf0Ba72035C576307d77820c605F5f54dD4c5b8","","0","","aave.eth","","2","1","4.8","23","12","11","0","0","0"
"0xBBA30bb9aB96675363eB938e8f00a13222296FBe","","0","","aave.eth","","6","0","4.8","33","8","25","16","0","0"
"0x76c51539eB5110F1f16102F4F537c48A977acb9E","","0","","aave.eth","bubblee.eth","10","1","4.9","116","49","67","50","2","0"
"0x2a6612fEbb2cF5942b9F664E54657A2B40488DFa","","0","","aave.eth","beiyong1.eth","12","1","4.8","122","48","74","10","2","0"
"0xf3A88B81C35C443914B9F352e3c4A54fcbd16831","","0","","aave.eth","00sui.eth","9","1","4.8","118","48","70","50","0","0"
"0x6cD33516910037566f011ec7B3676D623A8e9645","","0","","aave.eth","tanghongying.eth","4","1","5","85","50","35","26","0","0"
"0x91E3eB3758C5fA8978f635da0cD44aB3f034a838","","0","","aave.eth","tsp8898.eth","15","1","4.8","91","48","43","19","0","0"
"0x43e2383C0914Ec47600FED79D4C3534b1B646Eac","","0","","aave.eth","030966.eth","16","1","4.8","226","96","130","50","1","0"
"0x6da0c6A8889089c9e466BE8699992f19F0E18e3D","","0","","aave.eth","","10","0","4.7996375541321","41","5","36","22","1","0"
"0xefe2fA6afCb28790E1913075d493C55C44cDDaB1","","0","","aave.eth","","6","1","4.792747","113","59","54","8","0","0"
"0xcD51291E5c65C3b939A58c38EA6e0d6eEA46B290","","0","","aave.eth","vottakotka.eth","20","0","4.791672469449","103","45","58","29","0","0"
"0xEaEA403F57CF1d143258AA5f30c53c313dB0bb14","","0","","aave.eth","zhena.eth","20","0","4.79","166","19","147","50","1","0"
"0xb123fc6D4ecaD008cf026F2e62c92CF569D906b2","","0","","aave.eth","191688.eth","20","1","4.9","157","50","107","33","0","0"
"0x3E92FA09E668Dc147e8458cB54e6BD9B275C934B","","0","","aave.eth","mavishub.eth","19","1","4.7864147456758","96","25","71","33","0","0"
"0xFeBd65D9D10F5b95e4CA49eA7E16e654efe0c77e","","0","","aave.eth","kekeyumuku.eth","13","1","4.7854161470721","97","38","59","43","0","0"
"0xAf894CE3b1c8505BB84a18c02b23B3c71417A26E","","0","","aave.eth","1bridge.eth","4","1","5.512","63","53","10","38","0","0"
"0x8508835dfed912f20BB26F9E9eD3dE32721A556b","","0","","aave.eth","","0","0","4.78","45","40","5","15","0","0"
"0x48b211039586619B04CfB3b040CDD12165e3a9cf","","0","","aave.eth","maryx.eth","3","0","4.7764587","20","1","19","6","0","0"
"0xD7c72a292198ddFe9d616aB390aD791aB612fD7B","","0","","aave.eth","rizado0.eth","20","0","4.7755707083122","163","32","131","50","0","0"
"0x78A60DBDbb8f80837fc910fC8f0BB2235Ec2b6aA","","0","","aave.eth","onelist.eth","18","1","4.775","205","46","159","46","1","0"
"0x369E7319Ba1eDc5AB93Eb8539EC24Cb80F229B11","","0","","aave.eth","998cc.eth","14","1","4.773","96","43","53","12","0","0"
"0x1dd57e5Db5a756003039FF41e79334DF22168d4A","","0","","aave.eth","25btc.eth","0","0","4.7720974386289","1","1","0","0","0","0"
"0x15c823B0e6c08FCc75c8DaA930dc8b693EB477FC","","0","","aave.eth","weekup.eth","15","1","4.7705215720958","82","31","51","25","0","0"
"0x4fd3537c7f7A33c80e6752eb5981c79668Bb15F8","","0","","aave.eth","","9","1","4.876","96","46","50","15","0","0"
"0xDA0f4E7FB58BC03AD73b8756e73d70328d1d392c","","0","","aave.eth","aavecesar.eth","4","1","4.7681","3","1","2","25","0","0"
"0x786AB9C2eA85eB6cA367d1258016919aA49B1359","","0","","aave.eth","leogravina.eth","20","0","4.7728395361427","79","50","29","17","0","0"
"0x9D576f09f2c1A6D167d0d75bDB1b3F4e61fdE841","","0","","aave.eth","eth729.eth","20","0","4.8527853","153","55","98","34","0","0"
"0x232Ad0B606a11639Dd9EA4f79Ca041c8c366B680","","0","","aave.eth","dynamene.eth","6","1","4.7619885216627","136","58","78","19","1","0"
"0xf7120a8c9ef8437dFA0B6FA0988e35b6B5cF401D","","0","","aave.eth","ihavelostmybullrun.eth","15","1","4.7607729804106","130","49","81","13","0","0"
"0x2a2B4bDaeC079F4D9Af6404f44c21c3ADDf42167","","0","","aave.eth","minati.eth","20","0","4.8560646261181","178","99","79","18","0","0"
"0xa55aa1Ad6558fd48812aEcbFBDADD4C82B7F46cA","","0","","aave.eth","","0","0","4.75","12","5","7","11","0","0"
"0xF3B808F2Cf65a9822D8c70b0C870F527fd1E202c","","0","","aave.eth","parasolya.eth","7","1","4.75","38","19","19","9","0","0"
"0xEfb86DE5830056C4ECbd29E3676d3850BF078De9","","0","","aave.eth","","0","0","4.75","12","5","7","17","0","0"
"0x98500d1a5f41B9FAFa927bCF0A814b3cc27E5482","","0","","aave.eth","","0","0","4.75","12","5","7","16","0","0"
"0x5291b256DAAfB153C11703F007f9DbcB3E664D38","","0","","aave.eth","","0","0","4.75","12","5","7","12","0","0"
"0xdcfdB7F5553D335015E03845D8cbd89b2AE0A046","","0","","aave.eth","","0","0","4.75","12","5","7","12","0","0"
"0xDdf0Ae4880f3EB4b96749ab1080a939DA2c5D885","","0","","aave.eth","","0","0","4.75","12","5","7","16","0","0"
"0x0c00AEa9801EBe91BB925D3bED8a4e9945f0BD29","","0","","aave.eth","","11","1","5.4495","151","81","70","29","0","0"
"0x3e320de39978f8c471e2ec08B591EBcC5DDEf7ee","","0","","aave.eth","mcxxy.eth","12","1","5.120959023134","172","81","91","50","0","0"
"0xa6753181dE933693fDdeABB7Ee2296e5bd551d7F","","0","","aave.eth","microenterprise.eth","9","1","5.02910088","120","69","51","33","0","0"
"0x63DdFBcC657250d88eA72f1cf741F6C25dCAb856","","0","","aave.eth","booleanalgebra.eth","9","1","4.996607","112","77","35","36","1","0"
"0x87b675E9219A3B870DF51449268B8c8C2241bF0c","","0","","aave.eth","moonlink.eth","20","0","4.7357760752054","144","30","114","50","0","0"
"0xca07ED5AF3535a39c9A1451018A4fc27d7266d8d","","0","","aave.eth","0212pm.eth","10","1","5.7383781","171","57","114","50","2","0"
"0x6f55ef002ECca96D3db32CaACD90c9530682d2c4","","0","","aave.eth","ropeburns.eth","7","1","5.508627026416","125","59","66","33","1","0"
"0x715210dA31165a05a2481A512E1c3D253D8E13fF","","0","","aave.eth","huangpu.eth","13","1","5.23193","37","13","24","25","1","0"
"0xB2fC893CC681469E4ba83b5fAbC18eD4875AE937","","0","","aave.eth","","20","0","4.72916632","200","47","153","0","0","0"
"0x488e06442E758ED5BccA48DdA965fd93A3E3a742","","0","","aave.eth","yuanbao888.eth","13","1","4.7268777247315","66","26","40","19","1","0"
"0x6E9E0Dbc526005018446B5F3787b88f2602A14e0","","0","","aave.eth","savina.eth","3","1","4.72503547","1","1","0","3","0","0"
"0xf111b3bAdD9fF13fB3ac0C05d2f74e2Ff0eeb536","","0","","aave.eth","voronov.eth","8","0","4.725","28","1","27","23","0","0"
"0x0928AE0e403514895B692476F052CeCBbDAd9EC8","","0","","aave.eth","lxj39631.eth","19","1","4.79930280439","610","212","398","50","0","0"
"0xB374801D374cc7097A8D94dfffcC712133440F5D","","0","","aave.eth","valkery.eth","20","0","4.72","140","59","81","33","0","0"
"0xBFe2867dF4e99E4028afA19075F295f325563cb3","","0","","aave.eth","","9","1","4.7192362595834","109","53","56","50","1","0"
"0x34401ee226B1Fee337887a085DCEb1326D85d2fA","","0","","aave.eth","","20","1","4.7190164494811","158","74","84","50","0","0"
"0xEb20b344612E8825cA07206f40F2b88e5afd5dD3","","0","","aave.eth","agent069.eth","11","1","4.716","128","36","92","50","0","0"
"0xE32483768A4eca1B0786fb5Bd29C3Fd1a6C65C67","","0","","aave.eth","amz123.eth","17","1","4.715710482437","77","20","57","50","0","0"
"0x66Bf56281d295b612aA2De27A08af486fFC1FF3b","","0","","aave.eth","","9","1","5.6234800865249","98","40","58","20","0","0"
"0xFFB642b6C0c1c18782fe0257D04dF172968561CF","","0","","aave.eth","","0","0","4.712","56","19","37","4","0","0"
"0xd98aD1Fd4aa0E1c876d91968D1385aa9E1Aa98df","","0","","aave.eth","ahamcryp.eth","14","1","5.168","251","136","115","18","0","0"
"0x40276bA5EfDFBBf749557f6B2A094ABd78197164","","0","","aave.eth","","18","1","4.9101206056072","227","74","153","50","0","0"
"0xf8d4a2ac1dfF97B1a4B092b3A97858060081c258","","0","","aave.eth","xm59507.eth","5","1","5.495","63","35","28","2","0","0"
"0x673Dd77897388DB6F6caF3A9126094f714545BBc","","0","","aave.eth","noahsvault.eth","14","1","4.70787","57","23","34","8","0","0"
"0xc1258a7a72145929e64EE65e3c53143FE5d122e2","","0","","aave.eth","","5","1","4.7072586933492","20","20","0","0","0","0"
"0x58bA15026605BD25d79D1EB2822DeD321d7796e1","RB","0","","aave.eth","50493.eth","17","1","5.145","333","105","228","50","0","0"
"0x8cf0A05Ee6AA3A1e71dD5a1ECcA75EB973BE0199","","0","","aave.eth","","6","1","4.701626","29","19","10","37","0","0"
"0x400066339EB89B7727cDdAacfc4b73F2Dcdc0123","","0","","aave.eth","boler.eth","6","1","4.7011494706798","42","24","18","6","0","0"
"0x99592905741C0A847DeD8Bf447c468abE4C13EDE","","0","","aave.eth","","15","1","4.7","84","47","37","46","1","0"
"0xF08555eb8410770C30716FA163573eC8d8aC1FA7","","0","","aave.eth","","5","1","4.7","76","47","29","22","0","0"
"0x32AB36bbCe312f8978238f4E325ca9D708D356FA","","0","","aave.eth","","19","1","4.8","101","48","53","46","0","0"
"0x9FeA4c4E7D5F237053DF5B5664B006AD2C2093A3","","0","","aave.eth","pcg-group.eth","9","1","4.6988278896762","94","40","54","50","0","0"
"0xEaa970c0D31F42D702a4811a20d1Dd73A3890950","","0","","aave.eth","goodloss.eth","0","0","4.6974550027166","36","4","32","24","2","0"
"0xd817E4C81d7263B72d16c6f7A95c2F16FBcf3a06","","0","","aave.eth","","0","0","4.6930840116638","6","1","5","0","0","0"
"0x86Cad7b97793BE93f8085aC50380c7a4FaD6F2f9","","0","","aave.eth","","5","1","4.7890344","67","48","19","2","0","0"
"0x23B0a1959848a954D2f8EFb62EA0a3Ff287BC5b9","","0","","aave.eth","fenmi.eth","9","1","4.8720126855358","255","133","122","19","0","0"
"0x062132D1FEc4fdC336b44c8B82A8d688F92ADD8c","yifan","0","","aave.eth","luyifan.eth","19","1","4.686060400818","190","59","131","16","1","0"
"0x2FFEd3158bB66a974E46E17E94b17e93202B804b","fuckus10","0","ipfs://bafkreifhslew2yrw4e3j4f5d3v6iqhgs7lpv4cmpu5zmpkkxeuo7gfjkqy","aave.eth","adaykak.eth","14","1","4.681666","194","86","108","50","1","0"
"0xdd219D0B102b5bE9bCb54336c63E6A9C85C4A786","","0","","aave.eth","shoulders4.eth","5","1","4.6786952073246","97","46","51","28","0","0"
"0xE433561c4E4E9112304A05a4772AcCdd9122Fe3f","","0","","aave.eth","quqrkto6.eth","5","1","4.6785740979413","99","46","53","26","0","0"
"0x06357073254a61be6fa67eC5b027ee69a3E57a4B","","0","","aave.eth","crypt00dada.eth","20","1","4.67232","213","60","153","28","0","0"
"0x7445A52b32427bD7447b2fdf1BD158608A89AC82","","0","","aave.eth","","6","1","4.664","131","44","87","20","0","0"
"0x9B53919913592C2bA85AFe3eC6e7652ceC1a1F32","","0","","aave.eth","堪培拉的风.eth","5","1","4.6626","130","57","73","13","1","0"
"0xcE304D4E317ceaaD41B09D80BF8A9D14f35d0cAE","","0","","aave.eth","kobmenka.eth","20","1","4.662","198","42","156","36","1","0"
"0x87a6d196177Ab8b800BBf4218f6dC382920fe39b","","0","","aave.eth","sakanaman.eth","13","1","5.0306455647323","112","39","73","50","0","0"
"0xB49cbb7860fBDEf6C0550e0b540C0FE68A378654","","0","","aave.eth","stepb.eth","17","1","4.8970687256258","187","46","141","24","0","0"
"0xC74dbB1934b5eC1f7739B5942f1Bb12244d38546","","0","","aave.eth","","7","1","4.6610401390772","70","45","25","3","0","0"
"0xbb7cb55612C0a3f9bd10D6eecBA756009dF61FbF","","0","","aave.eth","","12","1","4.6593736820434","73","33","40","20","1","0"
"0x3CBA236140236DA915c611922AF2deA101Ad26E7","","0","","aave.eth","nhatvinh.eth","20","1","4.8142371316453","111","31","80","50","0","0"
"0xD257A963E0BC8C9Ee5CFf99Cc3a5253e36B948df","","0","","aave.eth","0x777999.eth","6","1","4.657788","6","4","2","5","0","0"
"0xd9e1204260Cb44feCD741D907afef2b101376Ed9","","0","","aave.eth","misssingman.eth","4","1","4.6514706286265","42","26","16","42","1","0"
"0x70096B8D6e908d3986aAc45cc3Ed5BF6E8D8bB4f","","0","","aave.eth","superzeus.eth","9","1","4.65","164","93","71","5","0","0"
"0xA72C84c374b7a14247ece19be0D78F106b0d14d6","","0","","aave.eth","","8","1","4.85","138","97","41","5","0","0"
"0xA3465e0fcCAf1C5Ad9aEb698e4A02d29Edf70994","","0","","aave.eth","akhaya.eth","20","1","4.75","198","95","103","24","0","0"
"0x0bBe6A616822921814AFCC9B20BB0c87a441aE6d","","0","","aave.eth","","20","0","4.646796","54","42","12","5","0","0"
"0x9C8416Cb907cab17f8eDfB1A24D3Fb839944577f","","0","","aave.eth","","7","1","5.151","117","51","66","24","0","0"
"0x22c3512c89e5A835f98AC2A66AB25C587a4CF7aa","","0","","aave.eth","","6","1","4.644","131","43","88","20","0","0"
"0x992E07370ED87d775446Ec299ee87832e7784514","","0","","aave.eth","locvps.eth","4","1","5.5138551512572","36","19","17","8","0","0"
"0x1b9FC028057B39EeE8116926517ef62b34813dc7","","0","","aave.eth","cymodoce.eth","6","1","4.64","139","58","81","13","1","0"
"0xdf1B02672d19909F80805AA3b217b8C9cD704D60","","0","","aave.eth","redruchi.eth","7","1","4.64","48","8","40","1","0","0"
"0xAfAAeFad7C0EA3C81CB7062BBd9123988BadF498","","0","","aave.eth","lesserpanda.eth","20","0","5.441997896391","379","27","352","50","0","0"
"0x54c69fF631BF8afFf55011862637dA24003133B2","sscabile","0","ipfs://bafkreigu73whvtgrbqzr2mvnqgk2zxzvhrgsb5cjirot6kjr4uf6jkigla","aave.eth","sscabile.eth","20","0","4.79196","147","60","87","22","0","0"
"0xbFa95956621C42233E68fAA656006e084FB5bf96","","0","","aave.eth","","6","1","4.63029924","110","57","53","8","0","0"
"0x97fD87CC32eD4CcEe07b17E1159e9acA85b223AB","","0","","aave.eth","changen123.eth","7","1","4.6229306388362","57","21","36","26","0","0"
"0x64A4469c640F739d1553829e9e14a48B93bd115D","","0","","aave.eth","","6","1","4.62","131","44","87","19","0","0"
"0x260C7976d9fbA2376d8B845bF7b2843B047756e3","","0","","aave.eth","","5","1","4.62","40","22","18","12","0","0"
"0x5aE512c2287DdBa8032548e4819E205Bf642e094","","0","","aave.eth","","9","1","5.17","116","47","69","25","0","0"
"0x6c16619028747AB3fE4469EbAB20115c4b7622dE","","0","","aave.eth","ukaram.eth","2","0","4.6176228700071","23","13","10","13","0","0"
"0xAfA39567165c34eaeed43Ee04036A106a18E2f41","","0","","aave.eth","zabota.eth","16","1","4.6173858147603","54","28","26","33","0","0"
"0x97CB648B0B30550266Bba37B0345B5Cd5F8f7d92","","0","","aave.eth","evilesbian.eth","7","1","4.612","21","2","19","4","0","0"
"0x5152E567119BD988E7B8F105698F7b1F841bbaed","","0","","aave.eth","guraaa.eth","20","1","5.096","218","104","114","33","0","0"
"0x89fB1bcfc0Dc5adC133e4242490504064596C84d","","0","","aave.eth","","7","1","5.2052","115","52","63","23","1","0"
"0x3C3E6386Fea327FBAAbbDc17289401bB33245218","","0","","aave.eth","","15","1","4.97490112","159","94","65","8","0","0"
"0xA52cb670E7b05825EBB8D26dA906483C31142c24","","0","","aave.eth","","3","0","4.7863439610538","195","105","90","50","2","0"
"0xE335599f038150cac326004f3D9a070a5852a3a2","","0","","aave.eth","","4","1","4.7000000000025","63","47","16","29","0","0"
"0x5cE30d9d486F93866cDCff1956433D6C40b4Db00","","0","","aave.eth","","2","1","4.6","23","23","0","0","0","0"
"0x8d2957Bc1EBeCf30dB2d885F53e8b2378D16c60d","","0","","aave.eth","001225.eth","20","1","4.6","59","23","36","26","1","0"
"0xbf763D1abEe8890C4Be38e73Aff76478e9dF860B","","0","","aave.eth","","11","1","4.6","70","23","47","6","0","0"
"0xa1DaFB71B030583f93682161c28E5b5F51BD55B7","","0","","aave.eth","","13","1","4.6","68","23","45","6","0","0"
"0x0515a84F93E5715b85033636681B22E98E87fFEF","","0","","aave.eth","","13","1","4.6","76","23","53","6","0","0"
"0x02e760Ca0eB9E2B25B175e236dd75Ed97c22968B","","0","","aave.eth","","13","1","4.6","73","23","50","7","0","0"
"0xa2D7a10a00D71A955083280B3d5c8EfBf5ff64f2","","0","","aave.eth","","5","1","4.7","66","47","19","35","0","0"
"0x5f6486f13d2FaF529eEB12016059078CdA4Bc90B","","0","","aave.eth","naresdang.eth","20","0","4.5956793137842","165","73","92","50","1","0"
"0xea9eaD0bD9c871F1592b520F71f0B146ad7eB7bb","","0","","aave.eth","cj360.eth","15","1","5.0962660734581","185","125","60","26","0","0"
"0x3D761Fb4E4dB65D7ec5Ad1FF869f5300749F6b25","","0","","aave.eth","usssr.eth","16","1","4.6597571141083","204","66","138","22","1","0"
