Address,Name,Is delegator,Avatar,Space,Ens name,Follow Count,Follows Space,Total Votes,Proposal Interaction,Proposal Interaction In Space,Proposal Interaction outside of Space,Total NFT`s,Total Rewards NFT`s,User is delegator,Cluster
0xec51be70626d309522eF0b156cC02afCB407e7a8,,0.0,,aave.eth,,-1.1982307203636733,-1.3281720657887315,0.6355385541885691,-0.7952120093623052,-0.8139124137999988,-0.6940366358152096,-1.092467940529827,-0.33857064130952,0.0,0
0xE47988333650A9f91f83576BA5487b6CB5483d85,,0.0,,aave.eth,,-1.1982307203636733,-1.3281720657887315,0.6300850593527986,-0.6270476576267877,-0.3141193853645313,-0.6940366358152096,-1.092467940529827,-0.33857064130952,0.0,0
0x93A72B6cb640120CeABF3948506B16a96bbd45E0,,0.0,,aave.eth,,-1.1982307203636733,-1.3281720657887315,0.5788580876061433,-0.6430633101730274,-0.3617187214060044,-0.6940366358152096,-1.092467940529827,-0.33857064130952,0.0,0
0x36C4Bd54D54DD898C242F5F634f5D0CEf3bE2A8A,,0.0,,aave.eth,,-1.1982307203636733,-1.3281720657887315,0.5559136274073516,-0.8192354881816648,-0.8853114178622083,-0.6940366358152096,-1.092467940529827,-0.33857064130952,0.0,0
0x975779102B2A82384f872EE759801DB5204CE331,,0.0,,aave.eth,,-0.25320762298826643,0.7529144948596346,0.5442997800050443,-0.23466417024391348,-0.17132137724011204,-0.23565135149405853,-1.092467940529827,-0.33857064130952,0.0,0
0x32B61Bb22Cbe4834bc3e73DcE85280037D944a4D,,0.0,,aave.eth,,-1.1982307203636733,-1.3281720657887315,0.5028878554431226,-0.8192354881816648,-0.8853114178622083,-0.6940366358152096,-1.092467940529827,-0.33857064130952,0.0,0
0x4Bf03635d42067CF86aaaF173F134765c30e40Fc,,0.0,,aave.eth,,-1.1982307203636733,-1.3281720657887315,0.5024983190412351,-0.811227661908545,-0.8615117498414718,-0.6940366358152096,-1.092467940529827,-0.33857064130952,0.0,0
0x13873fa4B7771F3492825B00D1c37301fF41C348,,0.0,,aave.eth,,-1.0632274207386152,0.7529144948596346,0.3310964897935411,-0.8192354881816648,-0.8853114178622083,-0.6940366358152096,-1.092467940529827,-0.33857064130952,0.0,0
0x1BEb1715899a355dfca4c763080E88F35286d025,,0.0,,aave.eth,,-1.1982307203636733,-1.3281720657887315,0.3280173817561765,-0.7311493991773461,-0.7187137417170526,-0.6513961442504514,-1.092467940529827,-0.33857064130952,0.0,0
0x0c940cDC24fd0142CDcB96B1d7A2F0B45dB8297b,,0.0,,aave.eth,,-1.1982307203636733,-1.3281720657887315,0.29801391917886766,-0.8192354881816648,-0.8853114178622083,-0.6940366358152096,-1.092467940529827,-0.33857064130952,0.0,0
0xFe238dB1dE2082bB9bA5dfC184B7e7C69C9bE636,,0.0,,aave.eth,,-1.1982307203636733,-1.3281720657887315,0.2793973779399872,-0.811227661908545,-0.8615117498414718,-0.6940366358152096,-1.092467940529827,-0.33857064130952,0.0,0
0xfA610F8304909a90B1760cF8B50CC1fDe6Ea1F5c,,0.0,,aave.eth,zyxzyx0.eth,-0.928224121113557,0.7529144948596346,0.2720128382170671,-0.0985311236008755,0.8996636836930325,-0.5341347924473663,-1.092467940529827,-0.33857064130952,0.0,0
0x458cEec48586a85fCFEb4A179706656eE321730E,,0.0,,aave.eth,,-1.0632274207386152,0.7529144948596346,0.2713926810915466,-0.5309537423493491,-0.6949140736963161,-0.39555319486190194,-1.092467940529827,-0.33857064130952,0.0,0
0x7Ea90AF38397575A372e36bDc0F5970fB512FC7f,,0.0,,aave.eth,,-1.1982307203636733,-1.3281720657887315,0.2713926810915466,-0.6831024415386269,-0.4807170615096871,-0.6940366358152096,-1.092467940529827,-0.33857064130952,0.0,0
0xe87BB1D31e8b69A51ef38b5E73dFF2eFC32Fd309,,0.0,,aave.eth,greystroke.eth,0.15180227588690787,0.7529144948596346,0.26329203868776346,-0.5309537423493491,-0.38551838942674094,-0.5341347924473663,-1.092467940529827,-0.33857064130952,0.0,4
0x3A25e701517e713e99818a169A39339Fc3eAe9d2,,0.0,,aave.eth,,-1.1982307203636733,-1.3281720657887315,0.24123417409594333,-0.6510711364461473,-0.38551838942674094,-0.6940366358152096,-1.092467940529827,-0.33857064130952,0.0,0
0xd007058e9b58E74C33c6bF6fbCd38BaAB813cBB6,few,0.0,,aave.eth,few.com,1.2318286728873729,0.7529144948596346,0.24121954691371333,-0.46689113216439004,-0.7901127457792623,-0.2676317201676272,-1.0410757894398528,-0.33857064130952,0.0,4
0x8dCF48FB8BC7FDDA5A3106eDe9b7c69Fc2C7E751,,0.0,,aave.eth,,-1.1982307203636733,-1.3281720657887315,0.23837146975816992,-0.7952120093623052,-0.8377120818207353,-0.6833765129240201,-1.092467940529827,-0.33857064130952,0.0,0
0x1Cd2F1b4D411295B56c1396F468d3b898c97871D,,0.0,,aave.eth,,-1.1982307203636733,-1.3281720657887315,0.2047750598096574,-0.6590789627192672,-0.4093180574474775,-0.6940366358152096,-1.092467940529827,-0.33857064130952,0.0,0
0xFC56306fFbEc02757cA83DD21A31D68303095E0C,,0.0,,aave.eth,,-1.1982307203636733,-1.3281720657887315,0.19154238588580408,-0.8192354881816648,-0.8853114178622083,-0.6940366358152096,-1.092467940529827,-0.33857064130952,0.0,0
0xA3F09fCCe3E340E251e23263B15d89623564b233,,0.0,,aave.eth,,-1.1982307203636733,-1.3281720657887315,0.19002177181316565,-0.8192354881816648,-0.8853114178622083,-0.6940366358152096,-1.092467940529827,-0.33857064130952,0.0,0
0x0ab97008cad303a8C90ea630c282760284c19e93,,0.0,,aave.eth,,-0.7932208214884989,0.7529144948596346,0.1860510103226486,-0.21064069142455383,0.49506932734051123,-0.5021544237737976,-1.092467940529827,-0.33857064130952,0.0,0
0xbad1990c2967231BC9A4fA9562ea68e65dd2B25d,,0.0,,aave.eth,jpgdude.eth,-1.1982307203636733,-1.3281720657887315,0.14968591066360823,-0.8192354881816648,-0.8853114178622083,-0.6940366358152096,-1.092467940529827,-0.33857064130952,0.0,0
0xCFECdBF9B60B64B7baaa94C6933a6ab29C3828e8,,0.0,,aave.eth,,-1.0632274207386152,0.7529144948596346,0.14918967583613285,-0.811227661908545,-0.8615117498414718,-0.6940366358152096,-1.092467940529827,-0.33857064130952,0.0,0
0xF569914d4E46cBD6A91fDE6c8850a079604A271b,,0.0,,aave.eth,digits.eth,-1.1982307203636733,-1.3281720657887315,0.14446508301454639,-0.3627893906138316,0.11427463900872649,-0.5341347924473663,-1.092467940529827,-0.33857064130952,0.0,0
0x9A76058aE7Fe26fdcc71dA1e7cAbf6Ba89667623,,0.0,,aave.eth,,-1.0632274207386152,0.7529144948596346,0.1444361103189817,-0.7231415729042262,-0.6235150696341064,-0.6833765129240201,-1.092467940529827,-0.33857064130952,0.0,0
0xB7771f70633C7E54E61Dd38D01c26DA0e86bE1a5,,0.0,,aave.eth,chicagodao.eth,-1.1982307203636733,-1.3281720657887315,0.14236934123831582,-0.7872041830891853,-0.7901127457792623,-0.6940366358152096,-1.092467940529827,-0.33857064130952,0.0,0
0xa23F54e0BB57a6114D831c080823F5Fe2616CF98,,0.0,,aave.eth,,-1.1982307203636733,-1.3281720657887315,0.14013244947865613,-0.3707972168869515,-0.8853114178622083,-0.09706975390859425,-1.092467940529827,-0.33857064130952,0.0,0
0xF869842bDc723204a63547C1d293722E0F633CbF,,0.0,,aave.eth,,-1.1982307203636733,-1.3281720657887315,0.13166571484754142,-0.7872041830891853,-0.8377120818207353,-0.6727163900328306,-1.092467940529827,-0.33857064130952,0.0,0
0x4F96F50eDB37a19216d87693E5dB241e31bD3735,,0.0,,aave.eth,yummyinmytummy.eth,-0.7932208214884989,0.7529144948596346,0.12755425525079325,-0.7311493991773461,-0.7663130777585256,-0.6300758984680723,-1.0410757894398528,-0.33857064130952,0.0,0
0xB72eD8401892466Ea8aF528C1af1d0524bc5e105,,0.0,,aave.eth,gekko.eth,1.501835272137489,-1.3281720657887315,0.12741485060999533,1.4069402157456623,1.0662613598381883,1.395347450857944,1.4771396139688886,-0.33857064130952,0.0,3
0x50C114E2f3fA1DaFCfbE675b342f5868bf1727f0,,0.0,,aave.eth,,-1.1982307203636733,-1.3281720657887315,0.10958561725005145,-0.811227661908545,-0.8615117498414718,-0.6940366358152096,-1.092467940529827,-0.33857064130952,0.0,0
0x47A127f496d001f187Ac65FC24852274Dc51D080,,0.0,,aave.eth,tipofeverest.eth,-0.7932208214884989,0.7529144948596346,0.10940140001561195,-0.7952120093623052,-0.8139124137999988,-0.6940366358152096,-1.092467940529827,-0.33857064130952,0.0,0
0x3b454077AAf52fF3Baec9128194191b7796247ba,,0.0,,aave.eth,,-1.0632274207386152,-1.3281720657887315,0.10853111616923082,-0.7071259203579865,-0.7901127457792623,-0.5874354069033141,-1.092467940529827,-0.33857064130952,0.0,0
0xc9B9C075a66A56F46a6b7eB89d8B8A45fcDE8f4d,,0.0,,aave.eth,,-1.1982307203636733,-1.3281720657887315,0.08853718221264667,-0.6991180940848666,-0.5283163975511602,-0.6940366358152096,-1.092467940529827,-0.33857064130952,0.0,0
0x5Af25164a0f1207dB70727A2C447d6a7B44b89D0,,0.0,,aave.eth,,-1.1982307203636733,-1.3281720657887315,0.08043505929304012,-0.739157225450466,-0.6473147376548429,-0.6940366358152096,-1.092467940529827,-0.33857064130952,0.0,0
0x82F9eA8D814A6eb335cFe17500CdcbB69c7EBbFE,,0.0,,aave.eth,umaru.eth,-1.1982307203636733,-1.3281720657887315,0.07692794014568853,-0.5790006999880684,-0.6473147376548429,-0.4808341779914184,-1.0410757894398528,-0.33857064130952,0.0,0
0x6724F3FBb16F542401BfC42C464CE91b6C31001E,,0.0,,aave.eth,,-1.1982307203636733,-1.3281720657887315,0.07547066687976596,-0.6430633101730274,-0.8377120818207353,-0.4808341779914184,-1.092467940529827,-0.33857064130952,0.0,0
0x51A7EaD10340AF963C3124b026b86dd2807c2b1C,,0.0,,aave.eth,,-0.928224121113557,0.7529144948596346,0.07519158538406005,-0.4108363482525509,-0.38551838942674094,-0.3742329490795228,-1.092467940529827,-0.33857064130952,0.0,0
0xC2EdF07f6823506a386e82aa595a2B5EBB9BDCE6,,0.0,,aave.eth,linkparadigm.eth,-0.5232142222383827,0.7529144948596346,0.07222554912372883,-0.46689113216439004,-0.3617187214060044,-0.4595139322090393,1.4771396139688886,2.3250863318437247,0.0,3
0xA06c2e5BB33cd6718b08EC9335081Cbba62861f7,TokenLogic,0.0,ipfs://bafkreibmuxbwfikxwowt6lwgrqvmjws4fwitr6s637avm7awcjecptezei,aave.eth,,-1.0632274207386152,0.7529144948596346,0.08467280067053413,-0.2987267804288725,0.661667003485667,-0.6940366358152096,-1.092467940529827,-0.33857064130952,0.0,0
0xd3B156e702e7De1d5908ED36265d315680f5E1d2,,0.0,,aave.eth,zpple.eth,-0.928224121113557,0.7529144948596346,0.07079607869954518,0.6221732409799139,3.351029489828897,-0.6727163900328306,-1.092467940529827,-0.33857064130952,0.0,0
0xaB262D7B21A667b8C5b23b14e25d75Be9AC6C3e2,,0.0,,aave.eth,sixflag.eth,-1.1982307203636733,-1.3281720657887315,0.06182426782919766,-0.8032198356354251,-0.8853114178622083,-0.6727163900328306,-1.092467940529827,-0.33857064130952,0.0,0
0x18116191D57c46e31667Cb1Ed8b010190E58BFce,,0.0,,aave.eth,,-1.1982307203636733,-1.3281720657887315,0.061729753830046585,-0.8192354881816648,-0.8853114178622083,-0.6940366358152096,-1.092467940529827,-0.33857064130952,0.0,0
0xE22dc7b37Bf7F08E9F53313564Ef023220918B32,,0.0,,aave.eth,,-1.1982307203636733,-1.3281720657887315,0.05815000014453168,-0.8192354881816648,-0.8853114178622083,-0.6940366358152096,-1.092467940529827,-0.33857064130952,0.0,0
0x5e4568C4D8343052a06EC8AAB1e124AF08B73248,,0.0,,aave.eth,lindstrom.eth,1.0968253732623146,0.7529144948596346,0.058720286937215885,4.954407254737769,3.708024510139945,4.934508250732878,-0.7841150339899812,-0.33857064130952,0.0,1
0x4D26f0e78C154f8FDA7AcF6646246Fa135507017,,0.0,,aave.eth,,1.501835272137489,-1.3281720657887315,0.04820443568599075,-0.23466417024391348,0.04287563494651686,-0.33159245751476457,-1.0410757894398528,-0.33857064130952,0.0,4
0x7fADcC47b4d0D1333fFA4780e4E3846169a52f4e,,0.0,,aave.eth,,-1.1982307203636733,-1.3281720657887315,0.04606420586481457,-0.667086788992387,-0.43311772546821403,-0.6940366358152096,-1.092467940529827,-0.33857064130952,0.0,0
0x347120F6d2e3142cacEd44Ad008708D80a4F9420,,0.0,,aave.eth,,-1.0632274207386152,-1.3281720657887315,0.04560183634839274,-0.811227661908545,-0.8615117498414718,-0.6940366358152096,-1.092467940529827,-0.33857064130952,0.0,0
0x517deE8Ec1fA6Bb05a780a8e18CBe0D7A1772B63,,0.0,,aave.eth,,-1.0632274207386152,0.7529144948596346,0.04456542519777961,-0.8192354881816648,-0.8853114178622083,-0.6940366358152096,-1.092467940529827,-0.33857064130952,0.0,0
0x38f046Ae944021351CE5C2486dee3027c949858F,,0.0,,aave.eth,,-1.1982307203636733,-1.3281720657887315,0.04430594675647008,-0.7952120093623052,-0.8139124137999988,-0.6940366358152096,-1.092467940529827,-0.33857064130952,0.0,0
0x41cb7d39b1100B320E8CFe27db9b526c671e7A07,,0.0,,aave.eth,,-1.1982307203636733,-1.3281720657887315,0.041970462700938765,-0.8192354881816648,-0.8853114178622083,-0.6940366358152096,-1.092467940529827,-0.33857064130952,0.0,0
0x71ddF8977C81e3AE6aA4dFDf8DAeb01F3a65b99C,,0.0,,aave.eth,,-0.25320762298826643,0.7529144948596346,0.041669803027171756,-0.6590789627192672,-0.8139124137999988,-0.5128145466649872,-1.092467940529827,-0.33857064130952,0.0,0
0xE58585B22cC2aC4270a2b92c2D2d8C5dB5A3330E,,0.0,,aave.eth,refri.eth,1.501835272137489,0.7529144948596346,0.04529081530163266,4.802258555548492,3.660425174098472,4.753286161582656,-0.37297782527018664,-0.33857064130952,0.0,1
0x0F11640BF66e2D9352d9c41434A5C6E597c5e4c8,,0.0,,aave.eth,,-1.1982307203636733,-1.3281720657887315,0.03824033984926528,-0.8032198356354251,-0.8377120818207353,-0.6940366358152096,-1.092467940529827,-0.33857064130952,0.0,0
0xA567501aBf12f401C9E613b6323C43cf29B0F92c,,0.0,,aave.eth,aoi-jp.eth,-0.928224121113557,0.7529144948596346,0.051771787295093664,-0.42685200079879065,-0.09992237317790241,-0.5234746695561767,-1.092467940529827,-0.33857064130952,0.0,0
0x29c7B44E0584624C1e877d3eE0856520e2851Ba6,,0.0,,aave.eth,,0.8268187740121984,0.7529144948596346,0.03481466369054498,0.1256880120464812,-0.43311772546821403,0.3613155304125569,-0.9382914872599041,-0.33857064130952,0.0,4
0x8dd6265F927F6db3057649FFE4f12B7013F3f976,,0.0,,aave.eth,,-1.1982307203636733,-1.3281720657887315,0.03436295893551346,-0.7711885305429456,-0.7425134097377891,-0.6940366358152096,-1.092467940529827,-0.33857064130952,0.0,0
0x739952a05413f338c43C71F7cE8f86D982829179,,0.0,,aave.eth,,-1.0632274207386152,0.7529144948596346,0.032921559290443304,-0.6510711364461473,-0.7663130777585256,-0.5234746695561767,-0.32158567418021233,-0.33857064130952,0.0,0
0x52EAF3F04cbac0a4B9878A75AB2523722325D4D4,,0.0,,aave.eth,davidev.lens.xyz,-1.0632274207386152,-1.3281720657887315,0.032241784964082754,-0.6270476576267877,-0.3617187214060044,-0.6727163900328306,-0.9382914872599041,-0.33857064130952,0.0,0
0x4a8B9E2C2940fdd39aceb384654dc59aCB58C337,,0.0,,aave.eth,,0.01679897626184976,0.7529144948596346,0.03088795895066242,-0.6510711364461473,-0.8615117498414718,-0.4808341779914184,0.6548651965292996,2.3250863318437247,0.0,4
0x4B581dedA2f2C0650C3dFC506C86a8C140d9f699,,0.0,,aave.eth,,-1.1982307203636733,-1.3281720657887315,0.027645596508475482,-0.6911102678117468,-0.8615117498414718,-0.5341347924473663,-1.092467940529827,-0.33857064130952,0.0,0
0x88DE60cd96fb5eE9616f64d892644f53f35BE4f9,,0.0,,aave.eth,,-1.1982307203636733,-1.3281720657887315,0.024635543622242732,-0.6831024415386269,-0.4807170615096871,-0.6940366358152096,-1.092467940529827,-0.33857064130952,0.0,0
0xc290Cfb8D020c0615e9C63036f4319Cc41717E68,Matthew Graham,0.0,ipfs://QmWCXkEVhg3cMUCrB7sPXbDiij3QCE76xa9UDGPx8DyNaL,aave.eth,betainvestments.eth,0.15180227588690787,0.7529144948596346,0.024546739069155974,3.056552428008358,1.8992497405639674,3.218228465251359,-1.0410757894398528,-0.33857064130952,0.0,1
0x8C3deAcB8B367b6756A4C7F58788e36a643381b0,,0.0,,aave.eth,,-1.1982307203636733,-1.3281720657887315,0.022267120296929687,-0.7791963568160655,-0.7663130777585256,-0.6940366358152096,-1.092467940529827,-0.33857064130952,0.0,0
0xa550A71B4a78b67c03900AC2B598B0e0b9D4668F,,0.0,,aave.eth,,-1.1982307203636733,-1.3281720657887315,0.02195157700835756,-0.7791963568160655,-0.7901127457792623,-0.6833765129240201,-1.092467940529827,-0.33857064130952,0.0,0
0x9824697F7c12CAbAda9b57842060931c48dEA969,,0.0,,aave.eth,,1.0968253732623146,0.7529144948596346,0.021577989366683578,1.6631906564854984,-0.4093180574474775,2.3973990026297627,-0.8355071850799555,-0.33857064130952,0.0,4
0x7c78A5C8A293f887bd968cDC3154FB0578E7bf19,,0.0,,aave.eth,,-1.1982307203636733,-1.3281720657887315,0.01980916677988024,-0.7791963568160655,-0.7663130777585256,-0.6940366358152096,-1.092467940529827,-0.33857064130952,0.0,0
0x8Df352DdeAEe7Abc815674051B75f4734A87B622,,0.0,,aave.eth,hundredtwenty.eth,1.0968253732623146,0.7529144948596346,0.01937461497378572,2.055574143868373,4.683810898990144,0.6384787255834854,-0.7327228829000069,-0.33857064130952,0.0,1
0x4c9F7207be28278b9DCA129f2e211AcfFf48Fb01,,0.0,,aave.eth,holonaut.eth,0.8268187740121984,0.7529144948596346,0.02203096187315147,-0.667086788992387,-0.7425134097377891,-0.5554550382297454,-0.578546429630084,-0.33857064130952,0.0,4
0x510b2D8E30e8c79247C51E04D5Be8bF7262F9938,,0.0,,aave.eth,,-1.1982307203636733,-1.3281720657887315,0.015491178192808064,-0.811227661908545,-0.8615117498414718,-0.6940366358152096,-1.092467940529827,-0.33857064130952,0.0,0
0x212BAf65228fe03674Da0EFb88cAc7EADB276DB5,,0.0,,aave.eth,,-1.1982307203636733,-1.3281720657887315,0.013346001062526692,-0.7711885305429456,-0.8853114178622083,-0.6300758984680723,-1.092467940529827,-0.33857064130952,0.0,0
0xE335eA94352a4D9280Aef9232B3762c5234380d6,,0.0,,aave.eth,sendmax.eth,-0.38821092261332457,0.7529144948596346,0.0161460784412199,-0.2506798227901533,-0.5045167295304237,-0.10772987679978381,-0.06462491873034076,-0.33857064130952,0.0,0
0xc9bAE7707881009CEE36E93d6Bd518D84c2ACaB2,,0.0,,aave.eth,,-1.1982307203636733,-1.3281720657887315,0.012758204434206081,-0.811227661908545,-0.8615117498414718,-0.6940366358152096,-1.092467940529827,-0.33857064130952,0.0,0
0xcC4291b90f0fED7B765eAe31cCfBF2C3d24744F5,,0.0,,aave.eth,,-1.1982307203636733,-1.3281720657887315,0.011490319773540507,-0.811227661908545,-0.8615117498414718,-0.6940366358152096,-1.092467940529827,-0.33857064130952,0.0,0
0x96A894eC13e7BC622711af6853d00317215b1e03,,0.0,,aave.eth,,-1.1982307203636733,-1.3281720657887315,0.010657130044996129,-0.8192354881816648,-0.8853114178622083,-0.6940366358152096,-1.092467940529827,-0.33857064130952,0.0,0
0xE05fD1304C1CfE19dcc6AAb0767848CC4A8f54aa,,0.0,,aave.eth,,-1.1982307203636733,-1.3281720657887315,0.010373416661175411,-0.8192354881816648,-0.8853114178622083,-0.6940366358152096,-1.092467940529827,-0.33857064130952,0.0,0
0xb72dfF3865C3B73b60e33b1027ee359aADfb8311,,0.0,,aave.eth,gign.eth,-1.1982307203636733,-1.3281720657887315,0.007910805282019075,1.014556728362788,2.6608391172275367,0.1587731954799552,-1.092467940529827,-0.33857064130952,0.0,0
0xa7311b6CeAf1E112820F52E3385D0eD9215Ca482,,0.0,,aave.eth,,-1.1982307203636733,-1.3281720657887315,0.00788934411342081,-0.8192354881816648,-0.8853114178622083,-0.6940366358152096,-1.092467940529827,-0.33857064130952,0.0,0
